Wall time,Step,Value
1744833366.959026,160000,-684.530029296875
1744834324.2716186,480000,-133.25999450683594
1744834425.093226,512000,-113.6500015258789
1744834707.8373706,608000,-76.11000061035156
1744834805.1409204,640000,-69.23999786376953
1744834897.997826,672000,-56.16999816894531
1744835089.2080657,736000,-37.380001068115234
1744835492.6984363,864000,-27.5
1744835593.6443355,896000,-21.270000457763672
1744836869.423438,1312000,-1.899999976158142
1744837572.377538,1536000,0.20000000298023224
1744837679.3809464,1568000,0.9200000166893005
1744837783.3214042,1600000,1.0299999713897705
1744838282.489433,1760000,0.800000011920929
1744838887.377052,1952000,1.0
1744838994.440965,1984000,1.5800000429153442
1744839100.3722587,2016000,0.7799999713897705
1744839201.9202027,2048000,1.4700000286102295
1744839494.5637302,2144000,2.259999990463257
1744839599.0984657,2176000,2.240000009536743
1744839706.9563513,2208000,2.009999990463257
1744839912.6841621,2272000,2.2699999809265137
1744840007.798575,2304000,2.309999942779541
1744840623.666326,2496000,2.5
1744841127.0785644,2656000,2.9700000286102295
1744841721.322873,2880000,2.609999895095825
1744842493.0593097,3200000,2.1600000858306885
1744842808.061196,3328000,2.8499999046325684
1744843018.59027,3424000,2.9200000762939453
1744843086.8413737,3456000,2.690000057220459
1744843605.0850043,3744000,1.9600000381469727
1744843872.0613747,3904000,2.2799999713897705
1744844069.0510225,4032000,1.8899999856948853
1744844121.7623405,4064000,2.069999933242798
1744844220.0898473,4128000,2.0199999809265137
1744844322.481797,4192000,1.7999999523162842
1744844624.6736023,4384000,2.380000114440918
1744844672.227652,4416000,2.2300000190734863
1744845023.0222952,4640000,2.2100000381469727
1744845120.9543033,4704000,2.1700000762939453
1744845174.5908716,4736000,1.909999966621399
1744845321.4570177,4832000,2.009999990463257
1744845670.6954265,5056000,1.6200000047683716
1744845813.6956236,5152000,2.430000066757202
1744845914.5512605,5216000,2.2699999809265137
1744846014.930943,5280000,2.2699999809265137
1744846310.5349836,5472000,1.5800000429153442
1744846355.220046,5504000,1.8799999952316284
1744846408.234126,5536000,2.4200000762939453
1744846647.50128,5696000,2.2300000190734863
1744846990.4175856,5920000,1.9800000190734863
1744847040.925,5952000,1.9800000190734863
1744847088.9789753,5984000,2.359999895095825
1744847288.7411888,6112000,1.940000057220459
1744847344.9457994,6144000,2.3299999237060547
1744847389.685867,6176000,2.25
1744847739.5768998,6400000,1.7799999713897705
1744847885.204195,6496000,2.490000009536743
1744847934.7912085,6528000,2.140000104904175
1744847983.8446236,6560000,1.840000033378601
1744848031.6589384,6592000,1.7300000190734863
1744848126.3536675,6656000,1.9800000190734863
1744848321.4429002,6784000,1.7699999809265137
1744848422.4178927,6848000,1.8799999952316284
1744848519.0234783,6912000,1.809999942779541
1744848772.8588305,7072000,2.0299999713897705
1744848818.2593982,7104000,2.0799999237060547
1744848969.9846168,7200000,2.140000104904175
1744849213.8018363,7360000,2.0799999237060547
1744849711.779133,7680000,2.200000047683716
1744849954.5267937,7840000,1.940000057220459
1744850008.0613806,7872000,1.9199999570846558
1744850055.6989703,7904000,1.940000057220459
1744850652.457591,8288000,2.1600000858306885
1744850698.6490905,8320000,2.0199999809265137
1744850754.8687525,8352000,1.3300000429153442
1744851293.5418468,8704000,1.7599999904632568
1744851443.904423,8800000,2.0199999809265137
1744851539.4944093,8864000,2.1500000953674316
1744851632.31257,8928000,1.9800000190734863
1744851833.8533986,9056000,1.8899999856948853
1744851980.8484337,9152000,2.200000047683716
1744852132.1017601,9248000,1.649999976158142
1744852231.6778243,9312000,2.0899999141693115
1744852475.3305337,9472000,1.9600000381469727
1744852572.0661623,9536000,2.1600000858306885
1744852622.580552,9568000,2.3499999046325684
1744853003.2892666,9824000,2.259999990463257
1744853094.958087,9888000,2.259999990463257
1744853290.8419356,10016000,2.0399999618530273
1744853480.2180116,10144000,1.9500000476837158
1744853576.4533381,10208000,2.130000114440918
1744853628.6366582,10240000,2.049999952316284
