Wall time,Step,Value
1744677851.9594755,128000,-851.091552734375
1744677969.586971,160000,-736.5390014648438
1744678626.8470078,352000,-291.7954406738281
1744679073.6214006,480000,-148.74224853515625
1744679181.1808789,512000,-122.72473907470703
1744679525.8457086,608000,-81.69674682617188
1744679639.4503853,640000,-56.61075210571289
1744679758.1502943,672000,-39.485626220703125
1744679994.7077265,736000,-18.734872817993164
1744680112.03677,768000,-10.946996688842773
1744680454.4227846,864000,-3.144375801086426
1744680574.2386944,896000,5.246119499206543
1744682062.4133203,1312000,65.58624267578125
1744682863.191118,1536000,73.13349914550781
1744682971.112444,1568000,72.80325317382812
1744683077.4980228,1600000,73.2067642211914
1744683306.0941396,1664000,73.85075378417969
1744683647.5432246,1760000,75.08712768554688
1744683994.3342636,1856000,79.23699951171875
1744684325.154595,1952000,88.86289978027344
1744684429.6936374,1984000,86.587890625
1744684528.0222797,2016000,86.41464233398438
1744684624.917495,2048000,85.01802062988281
1744684848.5797696,2112000,86.59925842285156
1744684951.0479653,2144000,84.04638671875
1744685034.8136406,2176000,84.87226867675781
1744685129.7218256,2208000,81.5503921508789
1744685351.2981303,2272000,85.62764739990234
1744685460.3172083,2304000,83.61639404296875
1744686055.6009154,2496000,78.84375762939453
1744686271.1688879,2560000,87.94003295898438
1744686584.134373,2656000,91.73614501953125
1744687249.5076644,2880000,87.3752670288086
1744688183.0326672,3200000,95.61041259765625
1744688552.9795465,3328000,92.98375701904297
1744688812.484503,3424000,89.0037612915039
1744688905.3182795,3456000,85.14676666259766
1744689100.0188916,3520000,83.1462631225586
1744689697.2338967,3744000,87.09140014648438
1744690080.502967,3904000,81.67638397216797
1744690419.1623216,4032000,88.60064697265625
1744690501.8358347,4064000,87.76939392089844
1744690704.082556,4128000,87.62287902832031
1744690902.2753677,4192000,90.25801849365234
1744691442.6114862,4384000,85.78700256347656
1744691531.2165363,4416000,89.0143814086914
1744692134.5023015,4640000,91.5342788696289
1744692326.27136,4704000,83.45475769042969
1744692411.8146193,4736000,84.63064575195312
1744692708.8518791,4832000,92.06414794921875
1744693359.8661492,5056000,86.37651062011719
1744693637.4718971,5152000,81.23413848876953
1744693825.0001671,5216000,83.90414428710938
1744693979.1689112,5280000,84.73587036132812
1744694468.6615384,5472000,88.4465103149414
1744694556.933107,5504000,87.14226531982422
1744694639.2729726,5536000,87.72463989257812
1744695074.8913598,5696000,83.87850952148438
1744695701.6976888,5920000,83.96887969970703
1744695795.0898845,5952000,85.91238403320312
1744695885.8086953,5984000,87.40502166748047
1744696253.7033513,6112000,93.22715759277344
1744696336.9328828,6144000,86.7481460571289
1744696423.0985024,6176000,78.22675323486328
1744697024.3420227,6400000,93.93502044677734
1744697277.458785,6496000,85.15838623046875
1744697374.8843427,6528000,87.55887603759766
1744697464.426818,6560000,87.10501098632812
1744697556.9787412,6592000,88.71450805664062
1744697737.9271715,6656000,85.15927124023438
1744698072.622462,6784000,87.64227294921875
1744698284.2265904,6848000,90.94853210449219
1744698475.0756364,6912000,87.47163391113281
1744698839.8014007,7040000,78.49662017822266
1744698919.0209858,7072000,75.04474639892578
1744699016.8982828,7104000,77.66036987304688
1744699263.0658176,7200000,78.5582504272461
1744699705.637752,7360000,81.3853759765625
1744700556.6621463,7680000,88.2648696899414
1744700979.3993666,7840000,84.00988006591797
1744701078.107601,7872000,82.9437484741211
1744701160.553666,7904000,81.7560043334961
1744702116.5820816,8288000,90.84615325927734
1744702187.864905,8320000,87.98950958251953
1744702259.6698425,8352000,88.23975372314453
1744703071.8908522,8704000,91.8015365600586
1744703298.4196658,8800000,87.25314331054688
1744703458.9533942,8864000,89.37301635742188
1744703610.3241634,8928000,90.14291381835938
1744703905.6714053,9056000,87.02513885498047
1744704141.4146326,9152000,87.59040069580078
1744704374.9547374,9248000,78.93049621582031
1744704523.9018679,9312000,87.2538833618164
1744704859.5153682,9472000,91.8651351928711
1744705001.156068,9536000,89.90301513671875
1744705074.8824883,9568000,89.42990112304688
1744705610.9100194,9824000,89.02814483642578
1744705760.398785,9888000,87.01439666748047
1744706030.6813555,10016000,90.97576904296875
1744706312.1044796,10144000,86.62788391113281
1744706464.3701437,10208000,86.96575927734375
1744706531.4630985,10240000,88.275634765625
1744706739.04922,10336000,92.5519027709961
1744707706.4312086,10816000,100.22254943847656
1744707771.185348,10848000,100.05368041992188
1744708088.0340283,11008000,98.17015838623047
1744708215.760161,11072000,90.44966125488281
1744708286.0620923,11104000,91.27815246582031
1744708672.8069475,11296000,92.95716857910156
1744708804.8385732,11360000,88.09725952148438
1744709078.3360689,11488000,80.94113159179688
1744709334.8093047,11616000,93.62202453613281
1744709398.1346357,11648000,94.13703918457031
1744709472.4013417,11680000,93.1970443725586
1744709537.3133376,11712000,96.44702911376953
1744709607.5537984,11744000,101.3108139038086
1744709675.9956765,11776000,102.74502563476562
1744710401.33821,12128000,95.64578247070312
1744710901.3860013,12384000,99.717041015625
1744711149.3301566,12512000,101.7860336303711
1744711272.4715457,12576000,100.78466796875
1744711393.305107,12640000,98.78402709960938
1744711579.126782,12736000,97.79815673828125
1744711884.910565,12896000,97.97116088867188
1744712013.2211168,12960000,100.52828216552734
1744712321.8434286,13120000,95.65140533447266
1744712636.4736912,13280000,97.8010482788086
1744712697.754177,13312000,98.14854431152344
1744713072.8513007,13504000,93.21765899658203
1744713136.13913,13536000,97.15840911865234
1744713322.458622,13632000,104.34529113769531
1744713388.0578,13664000,103.6860580444336
1744713638.6519754,13792000,97.21365356445312
1744713944.8597531,13952000,98.29415893554688
1744714011.015864,13984000,100.45829010009766
1744714074.7784245,14016000,100.1801528930664
1744714197.0058312,14080000,99.06878662109375
1744714447.6232562,14208000,100.31529235839844
1744714520.8592541,14240000,97.39729309082031
1744714644.3297603,14304000,97.6696548461914
1744714898.4052315,14432000,94.4194107055664
1744715033.647861,14496000,90.9303970336914
1744715278.0296633,14624000,95.13490295410156
1744715525.9852052,14752000,94.40127563476562
1744715591.916822,14784000,94.56102752685547
1744715852.0582473,14912000,97.53866577148438
1744715919.2540293,14944000,96.21890258789062
1744716046.5003781,15008000,96.42139434814453
1744716171.8671117,15072000,96.66539764404297
1744716425.832883,15200000,89.33151245117188
1744716490.2200203,15232000,92.93328094482422
1744716800.5345283,15392000,97.8744125366211
1744716860.1438286,15424000,98.67840576171875
1744717041.0371277,15520000,96.57777404785156
1744717232.432023,15616000,99.81416320800781
1744717294.3180792,15648000,98.09803009033203
1744717362.8057723,15680000,96.5546646118164
1744717677.3275294,15840000,98.36104583740234
1744717927.468924,15968000,97.52703857421875
1744718237.8085513,16128000,98.482666015625
1744718607.7140875,16320000,99.11216735839844
1744718669.4169705,16352000,92.98727416992188
1744718731.7243304,16384000,96.47015380859375
1744718793.9346454,16416000,94.14002227783203
1744718855.3236825,16448000,96.5720443725586
1744718916.2086115,16480000,97.65202331542969
1744719095.0169644,16576000,101.41392517089844
1744719155.405359,16608000,100.27179718017578
1744719217.5706723,16640000,104.5185546875
1744720097.92303,17088000,97.61691284179688
1744720164.0784636,17120000,97.09978485107422
1744720292.2653463,17184000,95.32003021240234
1744720357.3712676,17216000,94.50916290283203
1744720421.654212,17248000,95.22589874267578
1744720550.731039,17312000,98.0909194946289
1744720679.9912508,17376000,96.73490142822266
1744720805.9354985,17440000,99.2806625366211
1744720929.1462424,17504000,99.21341705322266
1744720990.5947413,17536000,100.0044174194336
1744721174.9200873,17632000,94.47177124023438
1744721298.6355073,17696000,98.37228393554688
1744721480.937016,17792000,96.67253112792969
1744721539.8044572,17824000,98.8744125366211
1744721915.3592458,18016000,99.91266632080078
1744721978.0848505,18048000,101.34103393554688
1744722038.4030595,18080000,99.85478210449219
1744722280.3135352,18208000,94.20577239990234
1744722459.0562263,18304000,98.9520492553711
1744722582.0411336,18368000,96.5710220336914
1744722765.5728962,18464000,94.5605239868164
1744723015.789141,18592000,99.82392883300781
1744723260.8996866,18720000,99.13516235351562
1744723321.4291277,18752000,99.38479614257812
1744723505.3212657,18848000,93.7732925415039
1744723627.5683556,18912000,96.10603332519531
1744723689.1921208,18944000,99.02580261230469
1744723871.6718736,19040000,97.2168960571289
1744723994.488432,19104000,94.71005249023438
1744724117.5248742,19168000,92.55828094482422
1744724175.3907175,19200000,93.24038696289062
1744724358.9247262,19296000,91.87451934814453
1744724419.6745436,19328000,91.97777557373047
1744724725.0317605,19488000,99.37677764892578
1744725027.6745992,19648000,92.89140319824219
1744725089.5071347,19680000,91.5156478881836
1744725209.6136618,19744000,97.28402709960938
1744725449.774705,19872000,96.21690368652344
1744725572.196873,19936000,93.73876953125
1744725633.5934484,19968000,98.67291259765625
1744725815.4236703,20064000,96.76966857910156
1744725938.4424582,20128000,96.89265441894531
1744725999.184228,20160000,97.9091567993164
1744726245.023177,20288000,99.56554412841797
1744726487.988319,20416000,92.72451782226562
1744726675.250211,20512000,92.55126953125
1744726737.301552,20544000,95.21515655517578
1744726800.0546417,20576000,95.7337875366211
1744726859.4490087,20608000,95.4577865600586
1744726921.1024227,20640000,93.60089874267578
1744727224.5374594,20800000,97.66152954101562
1744727347.211161,20864000,98.51590728759766
1744727410.063921,20896000,97.64253997802734
1744727531.1818864,20960000,96.22689819335938
1744727593.0695086,20992000,94.87115478515625
1744727774.7812495,21088000,95.29627990722656
1744727897.329598,21152000,94.56866455078125
1744728330.2325776,21376000,95.04765319824219
1744728512.1803493,21472000,96.75965118408203
1744728821.6381428,21632000,92.301025390625
1744728881.5069733,21664000,91.73628234863281
1744729128.8218126,21792000,96.2240219116211
