Wall time,Step,Value
1744919297.451421,64000,-812.0625
1744919475.6337688,128000,-669.780029296875
1744919655.9872916,192000,-508.7300109863281
1744919832.5691721,256000,-403.260009765625
1744920008.4773002,320000,-360.8399963378906
1744920179.3741639,384000,-291.8900146484375
1744920363.99311,448000,-219.3000030517578
1744920553.3384156,512000,-167.77999877929688
1744920731.2152746,576000,-159.5500030517578
1744920897.2370517,640000,-113.36000061035156
1744921072.2927077,704000,-52.84000015258789
1744921249.415474,768000,-29.450000762939453
1744921419.8274653,832000,-10.970000267028809
1744921588.2147713,896000,6.679999828338623
1744921750.8012502,960000,13.199999809265137
1744921921.807329,1024000,24.65999984741211
1744922100.5385373,1088000,36.279998779296875
1744922280.166011,1152000,43.04999923706055
1744922467.558123,1216000,41.20000076293945
1744922651.7289677,1280000,57.310001373291016
1744922833.5551405,1344000,60.41999816894531
1744923020.5023463,1408000,67.7300033569336
1744923201.8946364,1472000,73.62000274658203
1744923381.4387288,1536000,78.30000305175781
1744923560.8665762,1600000,78.7699966430664
1744923737.3549545,1664000,81.0999984741211
1744923911.6407769,1728000,79.83000183105469
1744924087.5699625,1792000,82.4000015258789
1744924271.8285167,1856000,92.69999694824219
1744924456.3407004,1920000,93.08999633789062
1744924640.1248536,1984000,93.87000274658203
1744924827.392642,2048000,94.37000274658203
1744925011.754111,2112000,94.56999969482422
1744925192.987238,2176000,101.30000305175781
1744925372.546486,2240000,106.44999694824219
1744925553.7700036,2304000,106.0
1744925735.4893517,2368000,99.94999694824219
1744925914.4163485,2432000,106.38999938964844
1744926099.3363187,2496000,108.0
1744926287.6293612,2560000,109.47000122070312
1744926460.5099263,2624000,111.91999816894531
1744926650.318952,2688000,108.4800033569336
1744926838.447936,2752000,113.37000274658203
1744927008.2383156,2816000,116.20999908447266
1744927195.158392,2880000,114.06999969482422
1744927380.2887816,2944000,116.4000015258789
1744927560.7062144,3008000,113.75
1744927725.5902562,3072000,119.3499984741211
1744927892.1966813,3136000,117.2699966430664
1744928061.150496,3200000,113.80000305175781
1744928250.2516794,3264000,114.62999725341797
1744928439.1175106,3328000,120.62999725341797
1744928628.911609,3392000,123.80000305175781
1744928787.7837212,3456000,126.44000244140625
1744928960.4136994,3520000,128.63999938964844
1744929133.8701625,3584000,127.44000244140625
1744929308.2759738,3648000,135.47999572753906
1744929462.656454,3712000,134.2100067138672
1744929614.8390698,3776000,135.2899932861328
1744929766.7550232,3840000,135.17999267578125
1744929936.7394252,3904000,137.19000244140625
1744930124.3198218,3968000,130.35000610351562
1744930299.5146306,4032000,128.9199981689453
1744930473.9386957,4096000,135.05999755859375
1744930648.9667497,4160000,141.08999633789062
1744930843.9968748,4224000,133.3300018310547
1744931027.9917955,4288000,135.72999572753906
1744931198.0028439,4352000,134.1699981689453
1744931369.123081,4416000,135.3300018310547
1744931526.0091379,4480000,132.22000122070312
1744931716.0113888,4544000,130.3300018310547
1744931906.1127415,4608000,139.1699981689453
1744932051.7151675,4672000,136.97000122070312
1744932223.5793822,4736000,134.1699981689453
1744932415.5672872,4800000,135.6300048828125
1744932605.0373724,4864000,133.99000549316406
1744932774.172234,4928000,136.63999938964844
1744932930.1545792,4992000,134.3800048828125
1744933115.8729715,5056000,139.27999877929688
1744933307.9525363,5120000,142.24000549316406
1744933467.0433004,5184000,132.0800018310547
1744933635.8551457,5248000,137.6199951171875
1744933819.4474053,5312000,135.41000366210938
1744933996.656258,5376000,134.0399932861328
1744934171.066502,5440000,138.74000549316406
1744934362.052075,5504000,129.07000732421875
1744934531.0713444,5568000,127.44000244140625
1744934705.9821258,5632000,126.45999908447266
1744934878.7104115,5696000,128.2100067138672
1744935063.6024673,5760000,127.91000366210938
1744935213.8179271,5824000,123.06999969482422
1744935363.083906,5888000,118.37000274658203
1744935527.3729346,5952000,123.7699966430664
1744935710.6326578,6016000,124.83000183105469
1744935864.5693872,6080000,123.66000366210938
1744936033.7886512,6144000,124.0999984741211
1744936206.0835044,6208000,125.20999908447266
1744936386.7069461,6272000,127.4800033569336
1744936537.7116883,6336000,123.55000305175781
1744936718.3573296,6400000,123.02999877929688
1744936863.2304583,6464000,118.31999969482422
1744937027.6430051,6528000,120.3499984741211
1744937204.1646507,6592000,127.05000305175781
1744937363.2879589,6656000,124.66000366210938
1744937528.8101745,6720000,119.9000015258789
1744937696.914985,6784000,122.7699966430664
1744937866.0456138,6848000,126.97000122070312
1744938045.3925965,6912000,125.29000091552734
1744938226.265019,6976000,126.13999938964844
1744938388.9806278,7040000,128.5
1744938533.1537223,7104000,127.29000091552734
1744938694.8481398,7168000,129.35000610351562
1744938856.8728054,7232000,132.8800048828125
1744939018.4219935,7296000,132.66000366210938
1744939163.0428112,7360000,134.17999267578125
1744939308.680274,7424000,132.17999267578125
1744939470.908875,7488000,131.80999755859375
1744939616.1225617,7552000,127.33999633789062
1744939760.27495,7616000,130.13999938964844
1744939895.6264107,7680000,129.8300018310547
1744940052.5322714,7744000,130.99000549316406
1744940196.3059802,7808000,125.48999786376953
1744940333.814428,7872000,124.6500015258789
1744940494.24761,7936000,129.00999450683594
1744940655.451532,8000000,130.60000610351562
1744940817.5719578,8064000,130.0399932861328
1744940963.0207195,8128000,131.10000610351562
1744941123.3601816,8192000,135.5500030517578
1744941281.9675753,8256000,133.0800018310547
1744941411.8058538,8320000,133.80999755859375
1744941568.63318,8384000,133.8800048828125
1744941723.3673265,8448000,134.08999633789062
1744941873.6916416,8512000,133.75999450683594
1744942038.827057,8576000,132.3000030517578
