Wall time,Step,Value
1744918034.555578,32000,-780.4366455078125
1744918229.6739995,96000,-711.1919555664062
1744918324.188277,128000,-667.5189208984375
1744918424.201548,160000,-595.6387329101562
1744919002.2777908,352000,-245.2982177734375
1744919097.6529338,384000,-192.5950164794922
1744919388.3111057,480000,-124.72415161132812
1744919486.1803691,512000,-103.20376586914062
1744919785.313782,608000,-77.67263793945312
1744919881.877541,640000,-67.0612564086914
1744919980.6187654,672000,-66.7746353149414
1744920178.3964741,736000,-60.156253814697266
1744920277.9398136,768000,-44.855125427246094
1744920584.2220845,864000,-20.578996658325195
1744920686.6150594,896000,-17.552249908447266
1744920890.3091605,960000,-15.236249923706055
1744920988.7105432,992000,-14.564249038696289
1744921285.7666733,1088000,-4.835749626159668
1744921386.5729754,1120000,-3.934375047683716
1744921587.4980407,1184000,-0.8878751993179321
1744921689.324462,1216000,1.6317496299743652
1744921790.446649,1248000,-0.6682501435279846
1744921887.0166798,1280000,0.030500145629048347
1744921988.1906593,1312000,1.251000165939331
1744922675.540988,1536000,7.7982497215271
1744922772.492287,1568000,9.07962417602539
1744922871.1061175,1600000,8.086874961853027
1744922969.0599163,1632000,7.683750152587891
1744923066.839266,1664000,6.6422505378723145
1744923164.9707415,1696000,7.238625526428223
1744923361.3147058,1760000,6.834874153137207
1744923458.4965384,1792000,6.748875141143799
1744923651.839349,1856000,6.898625373840332
1744923947.274127,1952000,4.6661248207092285
1744924043.1276393,1984000,4.011875152587891
1744924142.8655126,2016000,4.2052507400512695
1744924240.1506386,2048000,5.097249984741211
1744924435.8227568,2112000,6.6438751220703125
1744924533.679914,2144000,6.922750473022461
1744924631.2252216,2176000,7.273125171661377
1744924728.2079358,2208000,6.75575065612793
1744924923.683413,2272000,5.525249481201172
1744925021.173062,2304000,5.6298747062683105
1744925214.8994594,2368000,5.594125270843506
1744925409.888572,2432000,5.752874374389648
1744925606.3200443,2496000,5.233249664306641
1744925803.3610075,2560000,4.9266252517700195
1744925894.298473,2592000,5.742999076843262
1744926092.0721333,2656000,4.548500061035156
1744926180.9316034,2688000,3.8998751640319824
1744926377.4627326,2752000,4.522375106811523
1744926475.9274225,2784000,4.794875144958496
1744926749.2192984,2880000,4.468250274658203
1744926844.7791386,2912000,4.562500476837158
1744927290.30269,3072000,4.463375091552734
1744927609.4034278,3200000,4.913374900817871
1744927685.3037972,3232000,5.710249423980713
1744927904.479227,3328000,4.850375175476074
1744928092.0881715,3424000,5.069624900817871
1744928160.3378453,3456000,5.129124641418457
1744928298.7951858,3520000,4.394875526428223
1744928366.319565,3552000,4.325875759124756
1744928435.4998913,3584000,4.483375072479248
1744928600.5580065,3680000,4.744750499725342
1744928698.7273188,3744000,5.2139997482299805
1744928962.9165635,3904000,3.6147496700286865
1744929188.3938248,4032000,4.177999973297119
1744929236.7739644,4064000,4.209750175476074
1744929331.9058688,4128000,3.904750108718872
1744929380.2768831,4160000,3.8066251277923584
1744929427.2574964,4192000,3.670499801635742
1744929475.9794462,4224000,3.91225004196167
1744929524.8907216,4256000,3.7583746910095215
1744929620.8985527,4320000,3.7578749656677246
1744929717.1210294,4384000,3.696124792098999
1744929766.0376284,4416000,3.748875141143799
1744930058.4700315,4608000,3.6531248092651367
1744930106.8552742,4640000,4.020875453948975
1744930203.7176743,4704000,3.957625389099121
1744930252.344629,4736000,3.957749843597412
1744930399.2751977,4832000,3.7229995727539062
1744930735.734806,5056000,3.925250291824341
1744930832.454855,5120000,3.5001251697540283
1744930881.7701313,5152000,3.436124801635742
1744930978.1721401,5216000,3.8002500534057617
1744931027.2696452,5248000,3.768625259399414
1744931076.7471514,5280000,3.8852503299713135
1744931171.2302978,5344000,4.32550048828125
1744931365.952122,5472000,3.4706249237060547
1744931415.1496236,5504000,3.777249813079834
1744931463.785924,5536000,3.9245004653930664
1744931609.6075814,5632000,3.624000310897827
1744931658.4908226,5664000,3.7607500553131104
1744931708.247684,5696000,3.5794997215270996
1744931757.8811784,5728000,3.915374994277954
1744931854.730921,5792000,4.257500171661377
1744931904.0839612,5824000,4.330749988555908
1744932002.1879869,5888000,3.8768749237060547
1744932050.1443067,5920000,3.499499797821045
1744932099.0245578,5952000,4.184374809265137
1744932147.0655475,5984000,4.027250289916992
1744932292.4799588,6080000,3.9472496509552
1744932339.685926,6112000,3.831624984741211
1744932387.6874487,6144000,3.873500108718872
1744932435.9276416,6176000,3.5906248092651367
1744932579.8370836,6272000,4.00962495803833
1744932724.8015683,6368000,3.7862493991851807
1744932773.6687016,6400000,4.447875499725342
1744932823.5822244,6432000,4.206874847412109
1744932917.8179193,6496000,3.9678754806518555
1744932967.208486,6528000,3.8267505168914795
1744933015.6088197,6560000,3.844250202178955
1744933063.5577657,6592000,3.2461249828338623
1744933163.4974213,6656000,3.95674991607666
1744933259.1904898,6720000,4.43625020980835
1744933358.0281494,6784000,3.9952499866485596
1744933454.1797183,6848000,3.397125005722046
1744933552.1753585,6912000,3.390749931335449
1744933599.304689,6944000,3.8002500534057617
1744933697.759539,7008000,4.324749946594238
1744933745.5052533,7040000,4.062249660491943
1744933794.3697567,7072000,3.809875249862671
1744933843.5869393,7104000,3.50600004196167
1744933892.1302164,7136000,3.8446245193481445
1744933988.480792,7200000,4.265000343322754
1744934037.4551096,7232000,3.8843750953674316
1744934231.7096431,7360000,3.659374952316284
1744934376.7121031,7456000,3.84375
1744934523.5562353,7552000,3.6363751888275146
1744934573.1249735,7584000,4.147749900817871
1744934622.1444411,7616000,4.011125087738037
1744934670.0920937,7648000,3.9061248302459717
1744934718.0336337,7680000,3.769125461578369
1744934816.2187798,7744000,3.890500068664551
1744934865.3960364,7776000,3.8173751831054688
1744934965.0033689,7840000,3.537250280380249
1744935013.2800016,7872000,3.463749885559082
1744935062.440289,7904000,3.6529998779296875
1744935112.109367,7936000,3.733750343322754
1744935352.1002011,8096000,3.9373748302459717
1744935401.4627514,8128000,3.8428750038146973
1744935450.6250634,8160000,3.9366250038146973
1744935599.5242262,8256000,3.621999740600586
1744935647.604155,8288000,3.8418750762939453
1744935695.6790144,8320000,3.8841257095336914
1744935746.3581939,8352000,3.568875312805176
1744935844.7829013,8416000,3.4846253395080566
1744936137.9696827,8608000,3.3823747634887695
1744936235.2448862,8672000,4.009749889373779
1744936284.2696922,8704000,4.3193745613098145
1744936431.9929228,8800000,4.299500465393066
1744936482.8736222,8832000,4.1207499504089355
1744936529.337228,8864000,3.432999849319458
1744936629.9258106,8928000,3.575624942779541
1744936729.644667,8992000,3.0782501697540283
